trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.002, 'e': 0.696282367841771}",25,0,-44.29669769754484,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",25,13,-53.38133323174768,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",25,0,-204.6239897386003,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",20,7,-5.368842489845213,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",20,1,-24.505402820119304,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",20,7,-59.21167499169962,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",20,0,-84.39048638541232,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
189,False,"{'a': 0.002, 'e': 0.686602333042301}",30,0,-95.88066425278582,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",20,0,-76.45669442195151,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",20,0,-29.493846858463712,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",20,0,-72.69301806348669,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",20,9,-80.07973472840908,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 1}",1
194,False,"{'a': 0.002, 'e': 0.679770525680321}",25,10,-13.50043535515693,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
195,False,"{'a': 0.002, 'e': 0.678412343264104}",20,0,-54.630835039811984,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,0,-49.90314442644882,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
197,False,"{'a': 0.002, 'e': 0.675704113960626}",25,0,-108.00378526510029,"{0: 19, 1: 2, 2: 0, 3: 2, 4: 2}",0
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",25,2,-53.27576022243878,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",30,0,-196.77937073815295,"{0: 17, 1: 5, 2: 4, 3: 0, 4: 4}",0
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",25,5,-47.77829254515875,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",25,16,-26.488222745865723,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",30,0,-118.08939732204138,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",25,0,-138.34401735632758,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",35,0,-81.18238430459715,"{0: 28, 1: 2, 2: 3, 3: 0, 4: 2}",0
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",25,0,-179.246158712292,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",25,12,12.175834509276438,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",25,0,-82.20459511509331,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",25,8,-8.343138686898493,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
209,False,"{'a': 0.002, 'e': 0.659680270484389}",25,5,-15.594616231199423,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",35,0,-141.68964767223233,"{0: 26, 1: 1, 2: 5, 3: 0, 4: 3}",0
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",25,0,-136.60527074156735,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",25,0,-36.70792328607497,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",20,3,4.216541627288656,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",30,0,-97.30548226816555,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",1
215,False,"{'a': 0.002, 'e': 0.651811414798732}",20,4,-30.100887951643625,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",25,6,-149.2126994906949,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 3}",1
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",20,0,-67.36580777456601,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",20,13,-27.270538868372014,"{0: 4, 1: 1, 2: 1, 3: 1, 4: 0}",1
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",20,0,-56.70150004182121,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",20,0,-79.62131582002435,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",35,18,-19.913212837379174,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",20,8,-43.33625625365142,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",30,0,-144.58731600199152,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 4}",1
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",25,0,-6.5950842189902055,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",30,0,-152.21285011763607,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",25,0,-25.382950098539787,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",1
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",20,0,-31.946197781742764,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",20,6,-2.9156635395502533,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.002, 'e': 0.633813837098549}",20,0,-37.031661230300834,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",25,17,-12.878945850417564,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
231,False,"{'a': 0.002, 'e': 0.631283645506926}",20,1,-46.001720849066146,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",20,4,-16.642464376023412,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",20,0,-55.74996047872569,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,0,-141.03703206212035,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",25,0,-41.399275793635525,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",30,13,10.58330136161043,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.002, 'e': 0.623753512917752}",20,3,-111.43054326779604,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",35,0,-120.61157247634053,"{0: 25, 1: 3, 2: 4, 3: 1, 4: 2}",0
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",20,12,-38.17224452885713,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",20,1,-15.336164805444778,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",30,0,-126.65207203662412,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
242,False,"{'a': 0.002, 'e': 0.61754706176468}",20,0,-106.01318141625167,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",20,0,-37.13831970779183,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",20,0,-81.68194510218537,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",30,8,-27.98007921776446,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",30,16,-38.297615240324255,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",20,3,-62.27459541585095,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,2,-61.85312419121583,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",20,0,-61.735540242942335,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",20,0,-49.742168764396745,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",25,0,-116.06221716506397,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",20,0,-102.05363769085069,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",20,11,-69.57525825285776,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 2}",1
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",25,0,-103.63345889348741,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",35,23,19.407938671173646,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",20,0,-25.18979443166538,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",25,0,-74.5902686950315,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",20,11,-19.517708617563837,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
259,False,"{'a': 0.002, 'e': 0.596903392674358}",20,12,8.653672542863296,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",20,0,-78.98798475049588,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",20,12,-50.1680509081598,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
262,False,"{'a': 0.002, 'e': 0.593332695123052}",25,0,-6.135081278048961,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",25,14,-16.529237888717546,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
264,False,"{'a': 0.002, 'e': 0.5909641046815625}",20,0,-101.62617718723098,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",20,0,-53.15524954820423,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",25,15,-5.826564968607556,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",25,15,-36.69306000007294,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",20,11,14.008536423615318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",30,0,-143.63540886438454,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 3}",0
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",30,2,-97.39377944446073,"{0: 20, 1: 2, 2: 3, 3: 2, 4: 1}",1
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",20,0,-18.50039636954859,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",20,0,-75.72900112971017,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",25,0,-92.75372505190306,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
274,False,"{'a': 0.002, 'e': 0.579262231380782}",25,0,-55.95860757895475,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",25,14,-7.856711109085319,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",25,0,-64.27421694051387,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",30,1,-109.58347132529332,"{0: 20, 1: 5, 2: 1, 3: 1, 4: 2}",1
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",20,0,-74.68419259032827,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",25,0,-25.301023493433355,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",20,10,-22.588700120532703,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",20,6,3.8984193469872737,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",25,9,-16.628069727313505,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",30,7,-76.32746694070507,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 2}",1
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",30,0,-29.55067534901763,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",30,6,-89.01243512178554,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 1}",1
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",25,0,-87.45865172934322,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",25,4,-57.57765712418576,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 1}",1
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",25,0,-92.3393064147507,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",30,0,-134.53768296488516,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",30,19,3.5206605482956013,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.002, 'e': 0.559898366565402}",25,0,-46.22739455722458,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",30,8,-74.0524547412894,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",20,9,-59.651422715227845,"{0: 7, 1: 0, 2: 1, 3: 3, 4: 0}",1
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",25,7,-57.14963575080887,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",25,0,-41.747167348520634,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",20,0,-35.003207349082146,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",25,0,-33.334950731428094,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",25,9,-49.38226093902867,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",20,5,-13.542060093932314,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",20,0,-10.070163729478562,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
301,False,"{'a': 0.002, 'e': 0.5488116360940265}",20,0,-79.38704636215931,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",20,0,-58.41707601569505,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",20,0,-94.99808093960146,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",25,15,-1.262582194421427,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",25,13,-9.603100881890605,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",25,0,-69.02209499247138,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",30,14,-32.90333673433455,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",25,0,-46.294278682863265,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",30,0,-41.56967649897987,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
310,False,"{'a': 0.002, 'e': 0.539021403076357}",25,7,-7.289479537438293,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",20,0,-50.002907780334375,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",25,0,-79.09204784017895,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
313,False,"{'a': 0.002, 'e': 0.535796957667456}",25,0,-10.82736329624748,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",25,14,-47.196714766871004,"{0: 7, 1: 0, 2: 2, 3: 2, 4: 0}",1
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",20,0,-43.019286406285495,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",25,12,4.283581250845977,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",20,0,-114.06588112221532,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",20,0,-46.81861804851861,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",30,0,-102.57607302131126,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
320,False,"{'a': 0.002, 'e': 0.528348064179391}",25,6,-0.2940218325291659,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",20,0,-21.429983266597965,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",20,0,-56.141156299185496,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",35,0,-40.736488398928955,"{0: 26, 1: 5, 2: 3, 3: 1, 4: 0}",0
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",20,12,1.033789191490886,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",25,0,-71.35361364469031,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
326,False,"{'a': 0.002, 'e': 0.522045776761016}",25,15,-37.4756575249189,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",25,7,-45.96026851063542,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",25,8,1.8951892967765804,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",20,10,7.253955209179863,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",20,6,-11.852173149524802,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",25,0,-146.4428745856369,"{0: 16, 1: 2, 2: 2, 3: 3, 4: 2}",0
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",25,2,-77.47249178538728,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",20,7,-55.60459851919844,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",30,19,13.07321237398502,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",20,0,-27.086243811707245,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",20,9,-40.642549167678055,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",30,0,-113.91019061333208,"{0: 23, 1: 1, 2: 2, 3: 2, 4: 2}",1
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",20,0,-109.93185120415245,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",20,0,-18.228141729152025,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",30,15,-7.4492817173172945,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",35,0,-88.64667342381077,"{0: 28, 1: 2, 2: 3, 3: 0, 4: 2}",0
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",30,0,13.928280065415876,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",30,0,-58.62026870707974,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 2}",0
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",35,25,5.775381954922234,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",30,0,-80.99150828182508,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",20,0,2.3348856767428376,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",25,0,-118.60664365385443,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",25,0,15.694109087262671,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",30,8,-48.91204533297071,"{0: 15, 1: 3, 2: 2, 3: 2, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",30,2,-129.53426535878788,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 3}",1
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",20,16,6.843393748076874,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",20,12,-46.48624040427637,"{0: 4, 1: 1, 2: 1, 3: 2, 4: 0}",1
353,False,"{'a': 0.002, 'e': 0.494602929967057}",30,0,-48.43970739454594,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",30,0,-52.50254034267181,"{0: 26, 1: 0, 2: 1, 3: 2, 4: 1}",1
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",25,0,-77.0237758152943,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 2}",0
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",20,4,-4.950454752788623,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",25,13,-28.233572906749934,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",25,0,-51.55339011559078,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",25,5,-67.89982649099858,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",20,0,-17.505706794967757,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",20,0,-16.74715403697486,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
362,False,"{'a': 0.002, 'e': 0.485779724303885}",30,0,-87.7854270596775,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",25,0,-30.57144891482043,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
364,False,"{'a': 0.002, 'e': 0.483840486467991}",25,2,-64.91968838798198,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 1}",1
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",25,16,5.796145206794889,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
