trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.002, 'e': 0.48190899009020244}",25,0,-56.68299563160445,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
367,False,"{'a': 0.002, 'e': 0.480946135285778}",30,0,-88.25688550238708,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
368,False,"{'a': 0.002, 'e': 0.479985204266536}",20,0,-31.686127310003748,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
369,False,"{'a': 0.002, 'e': 0.4790261931887511}",20,6,-2.547686878347281,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
370,False,"{'a': 0.002, 'e': 0.4780690982163776}",25,0,23.73588422119692,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
371,False,"{'a': 0.002, 'e': 0.4771139155210344}",20,15,8.783237219979972,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.002, 'e': 0.4761606412819894}",35,0,-87.82922699598991,"{0: 27, 1: 3, 2: 3, 3: 0, 4: 2}",0
373,False,"{'a': 0.002, 'e': 0.47520927168614446}",30,0,-128.33653077014634,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
374,False,"{'a': 0.002, 'e': 0.4742598029280199}",20,6,-16.031021562269196,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
375,False,"{'a': 0.002, 'e': 0.4733122312097393}",20,10,-4.0045019575065375,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
376,False,"{'a': 0.002, 'e': 0.4723665527410147}",35,12,-61.17632276056575,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
377,False,"{'a': 0.002, 'e': 0.4714227637391309}",30,15,8.268786881455366,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.002, 'e': 0.47048086042893056}",30,10,-36.839342478341614,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
379,False,"{'a': 0.002, 'e': 0.46954083904279925}",20,0,-7.657837025958099,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
380,False,"{'a': 0.002, 'e': 0.46860269582065023}",30,0,-68.7794315178382,"{0: 23, 1: 0, 2: 4, 3: 3, 4: 0}",0
381,False,"{'a': 0.002, 'e': 0.46766642700990924}",20,6,-48.78045998765603,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
382,False,"{'a': 0.002, 'e': 0.46673202886549986}",20,11,-6.186349694496564,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
383,False,"{'a': 0.002, 'e': 0.46579949764982825}",30,0,-142.61367638866665,"{0: 21, 1: 3, 2: 2, 3: 1, 4: 3}",0
384,False,"{'a': 0.002, 'e': 0.46486882963276827}",25,9,2.7178525084566734,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
385,False,"{'a': 0.002, 'e': 0.4639400210916467}",25,13,-43.39956703552373,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
386,False,"{'a': 0.002, 'e': 0.46301306831122807}",30,4,-64.29113418306855,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 1}",1
387,False,"{'a': 0.002, 'e': 0.4620879675837}",20,12,-9.995774191544418,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
388,False,"{'a': 0.002, 'e': 0.4611647152086584}",25,6,18.73949682911813,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.002, 'e': 0.46024330749309256}",20,14,8.386633234496474,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.002, 'e': 0.45932374075137034}",25,0,-36.09336759540405,"{0: 20, 1: 4, 2: 0, 3: 0, 4: 1}",0
391,False,"{'a': 0.002, 'e': 0.4584060113052235}",30,21,6.335555778594489,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.002, 'e': 0.45749011548373314}",20,0,-4.470602898966535,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
393,False,"{'a': 0.002, 'e': 0.4565760496233147}",20,0,-30.970797736216575,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
394,False,"{'a': 0.002, 'e': 0.4556638100677035}",25,0,-27.78066940751426,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
395,False,"{'a': 0.002, 'e': 0.45475339316794017}",20,0,-28.5097100551828,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
396,False,"{'a': 0.002, 'e': 0.45384479528235583}",20,10,-45.06336288021951,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
397,False,"{'a': 0.002, 'e': 0.4529380127765577}",30,8,13.685254896105722,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
398,False,"{'a': 0.002, 'e': 0.45203304202341466}",20,0,-79.38369027838023,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
399,False,"{'a': 0.002, 'e': 0.45112987940304233}",20,6,-27.032524292641334,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
400,False,"{'a': 0.002, 'e': 0.45022852130278923}",25,0,-36.94955741205226,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
401,False,"{'a': 0.002, 'e': 0.44932896411722156}",25,0,-25.37949830319183,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
402,False,"{'a': 0.002, 'e': 0.4484312042481095}",30,0,-75.97558777045546,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
403,False,"{'a': 0.002, 'e': 0.44753523810441237}",30,0,-46.40275522956024,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
404,False,"{'a': 0.002, 'e': 0.44664106210226434}",25,14,1.8760793604900932,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
405,False,"{'a': 0.002, 'e': 0.4457486726649602}",25,12,16.64696052494026,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.002, 'e': 0.4448580662229411}",30,15,4.111227909314603,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.002, 'e': 0.44396923921378006}",20,0,-67.81867453180722,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
408,False,"{'a': 0.002, 'e': 0.44308218808216776}",25,16,17.66860060464786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.002, 'e': 0.44219690927989863}",20,0,-45.051581892056554,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
410,False,"{'a': 0.002, 'e': 0.44131339926585617}",30,7,-71.7662922187393,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 1}",1
411,False,"{'a': 0.002, 'e': 0.44043165450599925}",25,18,-10.878660120111919,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
412,False,"{'a': 0.002, 'e': 0.43955167147334756}",25,5,-45.88215572683306,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
413,False,"{'a': 0.002, 'e': 0.4386734466479678}",25,9,19.23768348256337,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.002, 'e': 0.4377969765169596}",20,0,-8.535841945888773,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
415,False,"{'a': 0.002, 'e': 0.43692225757444114}",25,9,-31.49206453647918,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
416,False,"{'a': 0.002, 'e': 0.43604928632153556}",30,0,-27.40824085042893,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",1
417,False,"{'a': 0.002, 'e': 0.43517805926635666}",30,0,-45.82589366508147,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",1
418,False,"{'a': 0.002, 'e': 0.4343085729239951}",25,8,-69.51039753291711,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
419,False,"{'a': 0.002, 'e': 0.4334408238165043}",20,0,-83.76620936791122,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
420,False,"{'a': 0.002, 'e': 0.43257480847288665}",25,4,-27.25253658905339,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 0}",1
421,False,"{'a': 0.002, 'e': 0.43171052342907973}",20,0,11.104663645243333,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
422,False,"{'a': 0.002, 'e': 0.43084796522794205}",25,0,-78.95849323313861,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
423,False,"{'a': 0.002, 'e': 0.4299871304192398}",25,16,16.992532325107128,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.002, 'e': 0.42912801555963254}",30,20,20.268715454810035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.002, 'e': 0.4282706172126597}",20,10,-63.49520073930923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
426,False,"{'a': 0.002, 'e': 0.4274149319487267}",25,0,23.36719026090702,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
427,False,"{'a': 0.002, 'e': 0.4265609563450914}",30,19,-46.910478796991114,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
428,False,"{'a': 0.002, 'e': 0.4257086869858502}",20,0,-11.658180587930246,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
429,False,"{'a': 0.002, 'e': 0.42485812046192456}",30,12,-42.778315214730526,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
430,False,"{'a': 0.002, 'e': 0.4240092533710473}",20,2,-151.38303973167558,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 4}",1
431,False,"{'a': 0.002, 'e': 0.4231620823177488}",25,14,-6.820510745334524,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
432,False,"{'a': 0.002, 'e': 0.42231660391334386}",20,11,8.988713158044936,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.002, 'e': 0.42147281477591764}",25,0,-132.0729840020329,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
434,False,"{'a': 0.002, 'e': 0.42063071153031245}",30,18,-6.142689790260241,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.002, 'e': 0.41979029080811425}",30,0,-33.62540025571227,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
436,False,"{'a': 0.002, 'e': 0.418951549247639}",20,6,-17.06429292077151,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
437,False,"{'a': 0.002, 'e': 0.41811448349391933}",20,0,-9.12575923938374,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
438,False,"{'a': 0.002, 'e': 0.41727909019869114}",25,5,-13.945386209018977,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
439,False,"{'a': 0.002, 'e': 0.41644536602038007}",25,3,11.825321378492706,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
440,False,"{'a': 0.002, 'e': 0.4156133076240884}",30,18,-32.712060340095064,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
441,False,"{'a': 0.002, 'e': 0.4147829116815814}",20,0,-63.60014223229561,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
442,False,"{'a': 0.002, 'e': 0.4139541748712741}",20,12,1.7467650295128527,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.002, 'e': 0.4131270938782182}",20,0,4.982547827150741,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
444,False,"{'a': 0.002, 'e': 0.41230166539408875}",25,10,18.017716085849102,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.002, 'e': 0.41147788611717057}",20,0,-9.29983778098701,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
446,False,"{'a': 0.002, 'e': 0.4106557527523455}",25,5,-13.634989866881423,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
447,False,"{'a': 0.002, 'e': 0.40983526201107895}",20,0,-32.06434510081458,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
448,False,"{'a': 0.002, 'e': 0.4090164106114069}",20,9,-14.311080475834915,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
449,False,"{'a': 0.002, 'e': 0.4081991952779227}",30,0,-1.0387728309809652,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
450,False,"{'a': 0.002, 'e': 0.4073836127417638}",25,7,10.816282490488863,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.002, 'e': 0.4065696597405991}",30,15,-50.882612280090385,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 1}",1
452,False,"{'a': 0.002, 'e': 0.40575733301861544}",35,19,-62.7360390795887,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
453,False,"{'a': 0.002, 'e': 0.4049466293265049}",25,11,-51.79747034879254,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
454,False,"{'a': 0.002, 'e': 0.4041375454214515}",25,5,-10.793185975907559,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
455,False,"{'a': 0.002, 'e': 0.40333007806711874}",20,12,6.79676622398813,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.002, 'e': 0.40252422403363597}",25,14,17.05161412485753,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.002, 'e': 0.401719980097586}",20,12,2.8409697329512182,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.002, 'e': 0.4009173430419921}",20,0,18.900894994174074,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
459,False,"{'a': 0.002, 'e': 0.40011630965630496}",20,0,-6.597893154687161,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
460,False,"{'a': 0.002, 'e': 0.3993168767363899}",30,1,-28.372408668633675,"{0: 20, 1: 6, 2: 3, 3: 0, 4: 0}",1
461,False,"{'a': 0.002, 'e': 0.39851904108451414}",20,8,7.90988013481922,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
462,False,"{'a': 0.002, 'e': 0.39772279950933415}",20,0,-10.962542398143716,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
463,False,"{'a': 0.002, 'e': 0.39692814882588245}",25,16,5.688938846795368,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
464,False,"{'a': 0.002, 'e': 0.39613508585555535}",35,8,0.08384459165717262,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
465,False,"{'a': 0.002, 'e': 0.3953436074260998}",25,0,-15.984064909868799,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
466,False,"{'a': 0.002, 'e': 0.3945537103716011}",30,4,-90.5339411803399,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 2}",1
467,False,"{'a': 0.002, 'e': 0.39376539153247}",20,0,-108.55109186446255,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
468,False,"{'a': 0.002, 'e': 0.39297864775542996}",20,8,-9.143918049302878,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
469,False,"{'a': 0.002, 'e': 0.39219347589350495}",25,7,-1.9751380347513,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.002, 'e': 0.3914098728060065}",25,7,-42.73547990785029,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 0}",1
471,False,"{'a': 0.002, 'e': 0.3906278353585211}",20,7,19.597483598510312,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.002, 'e': 0.38984736042289797}",20,0,-61.67397736659826,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
473,False,"{'a': 0.002, 'e': 0.3890684448772363}",25,0,-56.348646288955635,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
474,False,"{'a': 0.002, 'e': 0.38829108560587294}",20,11,-26.617063069240935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
475,False,"{'a': 0.002, 'e': 0.3875152794993697}",20,4,14.42541138496994,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.002, 'e': 0.3867410234545012}",25,12,22.928768430908395,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.002, 'e': 0.3859683143742421}",25,11,20.163561096153188,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.002, 'e': 0.38519714916775516}",25,9,-35.71153223500786,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
479,False,"{'a': 0.002, 'e': 0.3844275247503785}",25,11,-21.825158846301637,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
480,False,"{'a': 0.002, 'e': 0.38365943804361335}",30,6,-5.359665487363623,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
481,False,"{'a': 0.002, 'e': 0.38289288597511206}",30,10,-12.098853640202613,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
482,False,"{'a': 0.002, 'e': 0.38212786547866506}",30,9,9.226393363118747,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.002, 'e': 0.38136437349418956}",20,7,-43.441138109790465,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
484,False,"{'a': 0.002, 'e': 0.38060240696771647}",20,5,-1.9060047866317271,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
485,False,"{'a': 0.002, 'e': 0.3798419628513787}",25,3,-92.8039913543279,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 2}",1
486,False,"{'a': 0.002, 'e': 0.37908303810339883}",25,11,-14.315697922635945,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
487,False,"{'a': 0.002, 'e': 0.3783256296880768}",20,2,25.46400729617622,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.002, 'e': 0.37756973457577797}",35,7,9.135250753735319,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",1
489,False,"{'a': 0.002, 'e': 0.37681534974292086}",35,1,-13.555602355751482,"{0: 31, 1: 1, 2: 1, 3: 0, 4: 1}",1
490,False,"{'a': 0.002, 'e': 0.37606247217196515}",20,0,-67.54707405986686,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
491,False,"{'a': 0.002, 'e': 0.37531109885139957}",25,0,8.79510237288423,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
492,False,"{'a': 0.002, 'e': 0.3745612267757298}",25,0,-49.53130129561827,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
493,False,"{'a': 0.002, 'e': 0.3738128529454665}",25,11,-20.152596162074428,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
494,False,"{'a': 0.002, 'e': 0.3730659743671134}",25,5,-46.6333571468476,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
495,False,"{'a': 0.002, 'e': 0.3723205880531552}",25,16,-45.11875467604581,"{0: 5, 1: 1, 2: 1, 3: 2, 4: 0}",1
496,False,"{'a': 0.002, 'e': 0.3715766910220457}",25,3,22.639850081438233,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.002, 'e': 0.37083428029819565}",20,0,-12.075400615676536,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
498,False,"{'a': 0.002, 'e': 0.37009335291196127}",20,0,-35.84980848471858,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
499,False,"{'a': 0.002, 'e': 0.369353905899632}",25,0,-41.030274963688704,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
500,False,"{'a': 0.002, 'e': 0.3686159363034188}",30,0,-11.20101266365585,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
501,False,"{'a': 0.002, 'e': 0.36787944117144233}",35,0,-102.0841305252746,"{0: 30, 1: 0, 2: 2, 3: 0, 4: 3}",0
502,False,"{'a': 0.002, 'e': 0.36714441755772104}",20,1,-31.461403017791433,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
503,False,"{'a': 0.002, 'e': 0.3664108625221595}",30,15,22.539581482994627,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.002, 'e': 0.36567877313053654}",20,0,-17.289968207363344,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
505,False,"{'a': 0.002, 'e': 0.36494814645449375}",20,0,-23.39909105799204,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
506,False,"{'a': 0.002, 'e': 0.3642189795715233}",20,11,-27.320323052040727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
507,False,"{'a': 0.002, 'e': 0.3634912695649568}",20,0,-58.34727516326165,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
508,False,"{'a': 0.002, 'e': 0.36276501352395324}",25,4,-14.143154684055068,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
509,False,"{'a': 0.002, 'e': 0.36204020854348745}",20,0,5.9567419571545335,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
510,False,"{'a': 0.002, 'e': 0.36131685172433853}",20,0,-7.044666398292618,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
511,False,"{'a': 0.002, 'e': 0.3605949401730783}",20,8,-17.561428233933878,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
512,False,"{'a': 0.002, 'e': 0.35987447100205955}",20,0,-11.108702582713493,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
513,False,"{'a': 0.002, 'e': 0.3591554413294046}",20,12,12.396852296894073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.002, 'e': 0.3584378482789939}",20,0,-34.15205128590522,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
515,False,"{'a': 0.002, 'e': 0.3577216889804542}",20,7,21.602166962299627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.002, 'e': 0.3570069605691474}",20,2,-14.277911675423884,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
517,False,"{'a': 0.002, 'e': 0.3562936601861588}",30,7,-34.39516758882295,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
518,False,"{'a': 0.002, 'e': 0.35558178497828613}",20,0,-0.06502408134190107,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
519,False,"{'a': 0.002, 'e': 0.3548713320980274}",20,9,-75.57799385967249,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
520,False,"{'a': 0.002, 'e': 0.35416229870357024}",25,0,0.5625934596524327,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
521,False,"{'a': 0.002, 'e': 0.35345468195878016}",20,5,3.6272485107980215,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
522,False,"{'a': 0.002, 'e': 0.3527484790331891}",35,21,19.80953419991633,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.002, 'e': 0.3520436871019846}",25,0,-39.510299410891186,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
524,False,"{'a': 0.002, 'e': 0.3513403033459978}",25,7,22.35441413399173,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.002, 'e': 0.35063832495169295}",20,12,-0.8758273845791327,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.002, 'e': 0.3499377491111553}",20,11,-2.6780994384688306,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.002, 'e': 0.3492385730220808}",20,5,9.869558602193514,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.002, 'e': 0.348540793887764}",25,2,-23.648332647874497,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 1}",1
529,False,"{'a': 0.002, 'e': 0.3478444089170874}",20,11,17.117470751161157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.002, 'e': 0.3471494153245103}",20,0,-12.299080863790346,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
531,False,"{'a': 0.002, 'e': 0.3464558103300574}",25,15,-58.65419908440878,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
532,False,"{'a': 0.002, 'e': 0.34576359115930777}",25,3,3.7193720856255155,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
533,False,"{'a': 0.002, 'e': 0.34507275504338375}",25,0,-85.99072630783508,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
534,False,"{'a': 0.002, 'e': 0.34438329921894}",20,9,19.060489235671405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.002, 'e': 0.34369522092815236}",30,22,-15.780587743755467,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
536,False,"{'a': 0.002, 'e': 0.34300851741870664}",20,14,8.888267455929654,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.002, 'e': 0.34232318594378797}",20,0,14.234798310866104,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.002, 'e': 0.34163922376206945}",20,14,-2.0229869235992894,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.002, 'e': 0.34095662813770156}",35,17,-29.559884031769464,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
540,False,"{'a': 0.002, 'e': 0.3402753963403008}",25,11,-19.451054601959306,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
541,False,"{'a': 0.002, 'e': 0.3395955256449391}",30,8,-27.59721991641011,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 1}",1
542,False,"{'a': 0.002, 'e': 0.3389170133321328}",20,8,-70.89582727310692,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
543,False,"{'a': 0.002, 'e': 0.3382398566878317}",20,0,19.03809748837566,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
544,False,"{'a': 0.002, 'e': 0.33756405300340836}",30,7,-16.249984729828455,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
545,False,"{'a': 0.002, 'e': 0.33688959957564707}",20,3,27.264357669276357,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.002, 'e': 0.33621649370673334}",30,0,-157.47646094336395,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 4}",0
547,False,"{'a': 0.002, 'e': 0.3355447327042427}",20,9,2.349178012159263,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
548,False,"{'a': 0.002, 'e': 0.3348743138811302}",30,0,-47.77533802118924,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
549,False,"{'a': 0.002, 'e': 0.33420523455571977}",20,1,2.5056487472032805,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
